county,percentage w internet,matched edu,matched population,matched temp,matched humidity,matched emissions
"Calumet County, Wisconsin",83,19.7,52442,37.9,71,45
"Chippewa County, Wisconsin",76.6,15.2,66297,34.1,71,45
"Clark County, Wisconsin",65.3,8.4,34659,34.7,71,45
"Columbia County, Wisconsin",78.2,16.9,58490,38.9,71,45
"Crawford County, Wisconsin",72.4,13.8,16113,36.8,71,45
"Dane County, Wisconsin",87.2,33.5,561504,39.3,71,45
"Dodge County, Wisconsin",76.6,12.8,89396,38.6,71,45
"Door County, Wisconsin",79.2,25,30066,36.9,71,45
"Douglas County, Wisconsin",75.8,18.2,44295,31.2,71,45
"Dunn County, Wisconsin",78.7,18,45440,34.6,71,45
"Eau Claire County, Wisconsin",81.3,20.8,105710,34.5,71,45
"Florence County, Wisconsin",73.4,16.1,4558,33.8,71,45
"Fond du Lac County, Wisconsin",78.5,16.5,104154,37.7,71,45
"Forest County, Wisconsin",66.8,10.7,9179,32.5,71,45
"Grant County, Wisconsin",76.1,14.3,51938,37.9,71,45
"Green County, Wisconsin",75.9,16.5,37093,39.4,71,45
"Green Lake County, Wisconsin",72.2,14.6,19018,37.9,71,45
"Iowa County, Wisconsin",74.7,17.8,23709,39.9,71,45
"Iron County, Wisconsin",74.4,16.2,6137,30.8,71,45
"Jackson County, Wisconsin",69.5,10.8,21145,35.3,71,45
"Jefferson County, Wisconsin",78.5,18.6,84900,39.3,71,45
"Juneau County, Wisconsin",69.7,11,26718,36.9,71,45
"Kenosha County, Wisconsin",77.9,18.7,169151,41.1,71,45
"Kewaunee County, Wisconsin",75.6,14.1,20563,37.4,71,45
"La Crosse County, Wisconsin",80.8,22.8,120784,36,71,45
"Lafayette County, Wisconsin",69,13.3,16611,39.2,71,45
"Langlade County, Wisconsin",69.6,12,19491,32.7,71,45
"Lincoln County, Wisconsin",72.8,13.6,28415,32.7,71,45
"Manitowoc County, Wisconsin",75.8,15.3,81359,38,71,45
"Marathon County, Wisconsin",78.3,17.9,138013,34.3,71,45
"Marinette County, Wisconsin",71,11.8,41872,35.9,71,45
"Marquette County, Wisconsin",71.7,10.5,15592,38.1,71,45
"Menominee County, Wisconsin",52,10.4,4255,35.3,71,45
"Milwaukee County, Wisconsin",71.7,21,939489,41.3,71,45
"Monroe County, Wisconsin",73.6,14.4,46274,35.5,71,45
"Oconto County, Wisconsin",73.8,12.1,38965,36.2,71,45
"Oneida County, Wisconsin",78.5,19,37845,31.8,71,45
"Outagamie County, Wisconsin",81,20,190705,38,71,45
"Ozaukee County, Wisconsin",86.4,33.8,91503,39.8,71,45
"Pepin County, Wisconsin",73,14.4,7318,35.3,71,45
"Pierce County, Wisconsin",79.7,18.9,42212,34.7,71,45
"Polk County, Wisconsin",75,15.9,44977,33.6,71,45
"Portage County, Wisconsin",80.7,21.8,70377,35.9,71,45
"Price County, Wisconsin",71.7,12.4,14054,32,71,45
"Racine County, Wisconsin",77.1,17.5,197727,40.6,71,45
"Richland County, Wisconsin",67.2,14.1,17304,37.5,71,45
"Rock County, Wisconsin",76.4,15.9,163687,39.8,71,45
"Rusk County, Wisconsin",68.7,12.3,14188,33.5,71,45
"St. Croix County, Wisconsin",81.9,23.9,93536,34.3,71,45
"Sauk County, Wisconsin",75.6,16.2,65763,38.4,71,45
"Sawyer County, Wisconsin",70.6,17,18074,32.1,71,45
"Shawano County, Wisconsin",70.3,11.7,40881,36.2,71,45
"Sheboygan County, Wisconsin",78.5,17.5,118034,38.9,71,45
"Taylor County, Wisconsin",69.8,11.5,19913,33.9,71,45
"Trempealeau County, Wisconsin",70.7,12.4,30760,35.6,71,45
"Vernon County, Wisconsin",70.9,15.4,30714,35.9,71,45
"Vilas County, Wisconsin",71.9,20.8,23047,31.1,71,45
"Walworth County, Wisconsin",81.6,19.1,106478,39.4,71,45
"Washburn County, Wisconsin",73.6,16.2,16623,32.3,71,45
"Washington County, Wisconsin",84.1,23.1,136761,38.2,71,45
"Waukesha County, Wisconsin",87.2,31.3,406978,39.6,71,45
"Waupaca County, Wisconsin",73.2,15,51812,37.7,71,45
"Waushara County, Wisconsin",70.6,12.5,24520,37.6,71,45
"Winnebago County, Wisconsin",79,19.5,171730,37.5,71,45
"Wood County, Wisconsin",74.3,14.5,74207,35.6,71,45
"Albany County, Wyoming",89.9,32.3,37066,26.2,53,51
"Big Horn County, Wyoming",76,13.9,11521,24.7,53,51
"Campbell County, Wyoming",80.8,12.7,47026,26.8,53,51
"Carbon County, Wyoming",71.1,14.6,14537,25.8,53,51
"Converse County, Wyoming",80.8,13.6,13751,28.1,53,51
"Crook County, Wyoming",79.8,17.4,7181,25.7,53,51
"Fremont County, Wyoming",73,16.9,39234,24.3,53,51
"Goshen County, Wyoming",69.3,19.1,12498,31.1,53,51
"Hot Springs County, Wyoming",76.7,17.3,4621,25.9,53,51
"Johnson County, Wyoming",72.4,24.4,8447,26.9,53,51
"Laramie County, Wyoming",83,20.3,100512,30.4,53,51
"Lincoln County, Wyoming",83.5,14.9,19581,21.6,53,51
"Natrona County, Wyoming",79.5,16,79955,27,53,51
"Niobrara County, Wyoming",80,12.1,2467,29,53,51
"Park County, Wyoming",84.9,24.8,29624,22.1,53,51
"Platte County, Wyoming",67.5,14.5,8605,30.7,53,51
"Sheridan County, Wyoming",78.5,21.3,30921,25.1,53,51
"Sublette County, Wyoming",80.6,22.3,8728,19.5,53,51
"Sweetwater County, Wyoming",80.8,14.2,42272,23.9,53,51
"Teton County, Wyoming",90.1,42,23331,17.4,53,51
"Uinta County, Wyoming",80.2,12.2,20450,23.7,53,51
"Washakie County, Wyoming",77.4,17.1,7685,26.2,53,51
"Weston County, Wyoming",73.9,12.4,6838,27,53,51
